Account_ID,Customer_ID,Account_Type,Currency,Account_Creation_Date,Current_Balance,Date_Last_Bank_Initiated_Activity,Date_Last_Customer_Communication_Any_Type,FTD_Maturity_Date,FTD_Auto_Renewal,Date_Last_FTD_Renewal_Claim_Request,Inv_Maturity_Redemption_Date,SDB_Charges_Outstanding,Date_SDB_Charges_Became_Outstanding,SDB_Tenant_Communication_Received,Unclaimed_Item_Trigger_Date,Unclaimed_Item_Amount,Date_Last_Cust_Initiated_Activity,Bank_Contact_Attempted_Post_Dormancy_Trigger,Date_Last_Bank_Contact_Attempt,Customer_Responded_to_Bank_Contact,Date_Claim_Received,Claim_Successful,Amount_Paid_on_Claim,Scenario_Notes,Customer_Address_Known,Customer_Has_Active_Liability_Account,Customer_Has_Litigation_Regulatory_Reqs,Holder_Has_Activity_On_Any_Other_Account,Is_Asset_Only_Customer_Type,Expected_Account_Dormant,Expected_Requires_Article_3_Process,Expected_Transfer_to_CB_Due
ACC000498,CUST000598,call,EUR,2015-12-25,99817.04,2019-01-30,2023-01-07,,,,,no,,,,0.0,2019-05-31,yes,2021-03-15,yes,,no,0.0,,no,yes,no,yes,yes,yes,yes,no
ACC000499,CUST001514,investment,USD,2022-04-30,51075.64,2023-03-28,2022-08-19,,,,2025-03-16,no,,,,0.0,2024-10-17,no,,yes,2022-07-13,no,0.0,Regular review,yes,no,yes,yes,no,yes,no,no
ACC000500,CUST000822,saving,USD,2021-09-07,691038.84,2022-12-06,2024-12-07,,,,,no,,,,0.0,2021-10-17,yes,2025-02-08,no,2022-02-21,no,0.0,Dormant check,no,yes,yes,no,no,yes,yes,yes
ACC000501,CUST001088,saving,INR,2023-06-22,530643.18,2025-01-02,2024-09-30,,,,,no,,,,0.0,2024-08-08,no,,no,,no,0.0,,no,no,yes,yes,yes,no,no,yes
ACC000502,CUST000863,call,SAR,2022-12-06,647502.72,2023-09-03,2023-12-07,,,,,no,,,,0.0,2025-03-27,no,,yes,2023-03-13,pending,0.0,,yes,no,yes,no,yes,no,no,yes
ACC000503,CUST001862,call,GBP,2017-02-09,937907.92,2018-12-19,2018-01-09,,,,,no,,,,0.0,2024-04-15,yes,2024-04-26,no,2024-10-27,yes,0.0,Dormant check,no,yes,no,no,no,no,no,no
ACC000504,CUST000574,saving,GBP,2019-09-15,658709.09,2023-06-17,2024-05-28,,,,,no,,,,0.0,2023-09-10,no,,no,2023-10-05,yes,0.0,Regular review,no,no,no,yes,no,no,yes,yes
ACC000505,CUST000073,safe_deposit_box,GBP,2020-05-30,710485.05,2021-07-05,2020-08-03,,,,,yes,2024-02-23,no,,0.0,2024-03-14,yes,2021-02-16,no,,no,0.0,Dormant check,yes,yes,no,yes,yes,no,yes,yes
ACC000506,CUST001276,cashier_order,AED,2022-05-21,731050.5,2023-11-08,2022-05-28,,,,,no,,,2022-07-06,152.71,2024-12-08,no,,yes,2024-08-21,yes,54.57,,no,no,no,no,yes,no,no,no
ACC000507,CUST001609,fixed_deposit,INR,2020-03-24,900507.65,2020-11-08,2022-02-11,2023-01-15,no,2025-03-12,,no,,,,0.0,2021-03-02,no,,yes,,no,0.0,Regular review,yes,no,no,no,no,yes,no,no
ACC000508,CUST000169,bank_draft,USD,2020-07-04,633165.29,2023-08-27,2024-02-13,,,,,no,,,2023-10-31,325.76,2022-05-31,no,,yes,,no,0.0,,yes,no,no,no,yes,yes,yes,no
ACC000509,CUST001497,saving,AED,2017-03-09,115117.96,2022-02-08,2020-11-21,,,,,no,,,,0.0,2022-02-10,yes,2020-04-14,no,,no,0.0,Regular review,yes,no,yes,no,yes,no,yes,no
ACC000510,CUST001306,bank_draft,SAR,2021-09-08,377462.35,2022-09-16,2022-04-18,,,,,no,,,2024-09-26,700.73,2022-05-26,no,,no,2025-04-21,yes,319.68,Regular review,no,yes,no,yes,no,no,no,yes
ACC000511,CUST001008,current,INR,2015-09-28,967517.4,2017-09-28,2017-11-23,,,,,no,,,,0.0,2024-03-28,yes,2016-06-06,yes,,no,0.0,,yes,yes,yes,yes,no,yes,yes,yes
ACC000512,CUST001183,cashier_order,AED,2021-10-22,841601.08,2024-11-12,2023-11-18,,,,,no,,,2023-07-11,96.51,2025-02-17,no,,no,,no,0.0,,no,no,no,yes,no,no,yes,no
ACC000513,CUST000482,fixed_deposit,GBP,2016-11-02,708874.04,2016-12-03,2018-03-29,2018-06-30,no,2022-07-19,,no,,,,0.0,2019-04-08,yes,2016-11-20,no,2022-05-07,no,0.0,Regular review,no,yes,yes,yes,yes,no,no,yes
ACC000514,CUST001300,safe_deposit_box,USD,2023-11-14,677473.67,2024-04-06,2024-09-06,,,,,yes,2024-06-26,no,,0.0,2025-04-26,no,,no,,no,0.0,Dormant check,no,yes,no,yes,yes,yes,no,yes
ACC000515,CUST000434,safe_deposit_box,AED,2023-04-25,892062.39,2024-08-26,2024-12-21,,,,,yes,2024-10-17,yes,,0.0,2024-01-18,no,,yes,2023-08-11,no,0.0,,no,no,no,yes,yes,no,no,yes
ACC000516,CUST001974,current,AED,2023-04-28,422799.48,2023-12-27,2023-10-05,,,,,no,,,,0.0,2025-04-02,no,,yes,2025-01-25,no,0.0,Dormant check,yes,no,no,no,yes,yes,no,yes
ACC000517,CUST000459,cashier_order,INR,2020-02-28,979742.8,2023-06-06,2025-04-04,,,,,no,,,2023-05-11,750.77,2022-03-14,no,,no,2022-02-05,yes,570.08,,yes,no,no,no,yes,yes,no,no
ACC000518,CUST001207,bankers_cheque,EUR,2021-12-11,889997.27,2025-03-23,2023-01-28,,,,,no,,,2022-11-26,632.92,2022-03-04,yes,2023-10-27,yes,2025-04-18,no,0.0,Regular review,yes,yes,no,yes,no,yes,no,no
ACC000519,CUST000774,investment,EUR,2018-08-10,430165.26,2024-06-16,2023-05-11,,,,2023-11-16,no,,,,0.0,2024-04-27,no,,yes,2024-09-05,yes,0.0,Dormant check,no,yes,no,yes,no,yes,no,no
ACC000520,CUST001805,cashier_order,SAR,2024-02-02,329694.94,2024-04-12,2024-08-27,,,,,no,,,2025-04-03,585.36,2024-03-24,no,,yes,,no,0.0,Regular review,yes,yes,yes,no,no,yes,no,yes
ACC000521,CUST000894,current,EUR,2017-12-04,78394.95,2020-04-19,2023-03-30,,,,,no,,,,0.0,2025-02-11,no,,yes,,no,0.0,Dormant check,no,yes,yes,no,no,no,yes,no
ACC000522,CUST000817,safe_deposit_box,USD,2022-04-30,643077.76,2025-03-30,2024-01-05,,,,,yes,2023-12-02,no,,0.0,2023-08-30,yes,2022-07-06,yes,,no,0.0,Dormant check,yes,yes,yes,yes,yes,yes,no,yes
ACC000523,CUST000447,bankers_cheque,INR,2019-01-16,922420.65,2022-08-02,2021-06-01,,,,,no,,,2020-08-26,781.07,2025-04-05,yes,2023-10-18,yes,,no,0.0,Dormant check,no,no,no,no,no,no,yes,yes
ACC000524,CUST000873,cashier_order,AED,2023-02-23,372034.03,2023-04-26,2023-08-22,,,,,no,,,2023-12-05,824.6,2023-03-23,yes,2023-03-26,no,2023-05-17,no,0.0,Regular review,yes,no,yes,yes,no,yes,no,yes
ACC000525,CUST000544,bankers_cheque,AED,2023-03-22,994419.81,2025-03-13,2024-02-11,,,,,no,,,2023-11-24,765.9,2024-08-07,no,,no,2025-04-11,pending,0.0,Dormant check,no,yes,no,no,no,yes,no,no
ACC000526,CUST000161,safe_deposit_box,SAR,2019-08-07,583411.46,2019-08-09,2019-10-06,,,,,yes,2021-11-27,yes,,0.0,2020-12-09,yes,2022-10-01,no,2024-08-22,yes,0.0,,no,no,no,no,no,no,no,yes
ACC000527,CUST000972,bankers_cheque,USD,2021-12-05,425677.87,2022-10-19,2024-11-24,,,,,no,,,2024-05-01,181.47,2022-11-20,yes,2023-09-10,no,2022-01-20,yes,95.54,Dormant check,no,yes,no,yes,no,no,no,no
ACC000528,CUST000942,fixed_deposit,EUR,2016-01-15,667815.64,2018-12-08,2022-04-23,2022-06-17,yes,2024-05-13,,no,,,,0.0,2025-03-30,yes,2021-04-13,no,,no,0.0,Regular review,no,no,no,no,no,yes,no,yes
ACC000529,CUST000840,investment,AED,2018-06-16,527267.59,2022-05-18,2021-10-12,,,,2024-08-14,no,,,,0.0,2024-02-20,no,,yes,,no,0.0,,yes,yes,no,yes,no,yes,yes,no
ACC000530,CUST001359,bankers_cheque,USD,2017-05-30,709528.41,2021-01-24,2024-05-06,,,,,no,,,2021-04-21,261.63,2023-01-20,yes,2024-04-30,no,2020-05-21,yes,96.92,Dormant check,yes,yes,yes,yes,no,no,yes,no
ACC000531,CUST001466,saving,SAR,2016-04-06,207304.23,2017-12-01,2021-06-16,,,,,no,,,,0.0,2023-08-05,no,,yes,2019-01-06,yes,0.0,Dormant check,yes,yes,no,no,no,no,no,yes
ACC000532,CUST000305,call,USD,2019-03-06,778188.15,2024-03-19,2020-06-13,,,,,no,,,,0.0,2021-12-25,no,,no,2023-04-29,yes,0.0,Regular review,no,yes,yes,yes,yes,yes,no,no
ACC000533,CUST000771,current,EUR,2015-07-04,277325.76,2018-12-28,2021-10-22,,,,,no,,,,0.0,2020-08-05,yes,2023-01-11,no,2024-07-29,yes,0.0,Dormant check,yes,no,no,yes,yes,yes,yes,no
ACC000534,CUST000400,investment,USD,2022-11-30,545469.53,2025-01-20,2023-05-23,,,,2024-02-27,no,,,,0.0,2023-08-13,no,,no,2024-01-30,yes,0.0,Dormant check,yes,yes,yes,no,yes,no,yes,yes
ACC000535,CUST000242,cashier_order,INR,2024-04-21,490474.87,2025-01-11,2024-07-26,,,,,no,,,2024-07-19,704.5,2024-06-28,yes,2024-10-06,yes,2024-11-09,pending,0.0,,no,yes,yes,yes,yes,yes,no,no
ACC000536,CUST000957,bankers_cheque,INR,2016-12-06,108301.57,2021-02-14,2019-05-28,,,,,no,,,2023-12-19,290.85,2023-06-25,yes,2019-06-21,no,,no,0.0,Regular review,yes,yes,no,yes,yes,yes,yes,yes
ACC000537,CUST000069,call,EUR,2023-09-23,178217.38,2024-08-10,2023-10-29,,,,,no,,,,0.0,2024-07-16,no,,no,2023-11-19,yes,0.0,,yes,no,yes,no,no,yes,no,no
ACC000538,CUST000916,saving,AED,2018-01-28,238742.96,2020-10-14,2024-10-25,,,,,no,,,,0.0,2021-01-19,yes,2024-09-15,yes,,no,0.0,Regular review,no,no,no,no,yes,no,no,yes
ACC000539,CUST001664,current,USD,2021-09-26,786450.3,2022-07-07,2022-03-30,,,,,no,,,,0.0,2025-01-26,no,,no,,no,0.0,Regular review,yes,yes,no,no,no,no,no,yes
ACC000540,CUST000591,cashier_order,AED,2019-11-29,420702.64,2021-04-10,2021-01-22,,,,,no,,,2020-04-14,695.45,2022-05-21,yes,2022-11-28,no,,no,0.0,,yes,yes,yes,yes,yes,no,yes,yes
ACC000541,CUST000450,current,SAR,2020-12-23,396369.2,2025-04-06,2021-03-28,,,,,no,,,,0.0,2023-09-27,yes,2024-06-14,no,2024-02-20,pending,0.0,Dormant check,no,no,yes,no,yes,no,yes,yes
ACC000542,CUST001457,saving,INR,2017-06-20,546496.7,2023-06-14,2021-02-18,,,,,no,,,,0.0,2019-09-24,no,,yes,2024-11-04,pending,0.0,Dormant check,yes,no,no,no,no,yes,yes,yes
ACC000543,CUST001863,bankers_cheque,INR,2022-07-12,838471.14,2024-09-25,2024-01-24,,,,,no,,,2023-07-01,674.83,2023-09-14,yes,2023-01-14,no,,no,0.0,Regular review,no,no,yes,no,yes,no,no,yes
ACC000544,CUST000780,cashier_order,EUR,2019-12-03,666107.57,2023-12-27,2024-03-16,,,,,no,,,2021-07-13,825.38,2024-06-28,yes,2025-03-02,yes,,no,0.0,Regular review,yes,no,yes,yes,yes,yes,no,yes
ACC000545,CUST001669,saving,AED,2022-03-01,620338.27,2022-10-22,2022-04-15,,,,,no,,,,0.0,2024-08-03,no,,yes,,no,0.0,Dormant check,no,no,no,no,no,no,no,yes
ACC000546,CUST000393,bank_draft,SAR,2017-01-12,252806.91,2023-05-18,2017-04-05,,,,,no,,,2019-08-04,275.0,2019-11-07,no,,no,2020-10-20,yes,136.59,Dormant check,no,no,yes,no,no,no,yes,yes
ACC000547,CUST001908,call,GBP,2016-02-24,224856.9,2017-01-02,2016-08-17,,,,,no,,,,0.0,2021-05-11,no,,no,2020-11-16,pending,0.0,,no,no,yes,no,yes,yes,yes,yes
ACC000548,CUST000410,call,AED,2019-12-18,415958.01,2023-07-28,2020-07-05,,,,,no,,,,0.0,2023-11-16,no,,no,2024-10-03,no,0.0,Regular review,no,no,yes,yes,no,yes,no,yes
ACC000549,CUST001276,safe_deposit_box,GBP,2023-04-13,50020.45,2024-07-31,2024-05-25,,,,,yes,2025-03-21,yes,,0.0,2025-04-16,yes,2023-08-12,no,2024-04-18,yes,0.0,Dormant check,yes,yes,no,no,yes,yes,yes,no
ACC000550,CUST000995,bank_draft,INR,2016-01-05,252355.08,2023-03-01,2020-12-24,,,,,no,,,2021-12-09,878.06,2016-10-11,yes,2024-06-01,no,,no,0.0,Dormant check,no,yes,no,no,yes,yes,yes,yes
ACC000551,CUST001012,current,GBP,2016-02-08,582500.05,2019-06-29,2016-04-25,,,,,no,,,,0.0,2019-10-09,no,,no,2016-03-09,no,0.0,Dormant check,yes,no,yes,no,yes,yes,yes,no
ACC000552,CUST000421,bank_draft,GBP,2022-12-20,341935.93,2023-08-03,2025-01-21,,,,,no,,,2024-07-27,65.2,2024-02-07,yes,2024-06-06,no,,no,0.0,,no,no,yes,yes,no,yes,yes,no
ACC000553,CUST001358,cashier_order,INR,2017-11-26,512503.82,2022-03-15,2020-09-24,,,,,no,,,2020-05-31,148.31,2018-02-18,yes,2021-07-31,no,2021-02-15,yes,141.67,Dormant check,no,yes,no,no,no,no,no,yes
ACC000554,CUST000213,investment,USD,2019-07-05,219944.97,2025-04-06,2022-11-22,,,,2022-09-04,no,,,,0.0,2021-07-11,yes,2020-05-08,yes,,no,0.0,,yes,no,no,no,no,yes,yes,no
ACC000555,CUST001257,investment,EUR,2018-11-09,614061.31,2022-01-11,2023-07-26,,,,2021-12-24,no,,,,0.0,2023-12-24,no,,no,,no,0.0,,no,no,no,yes,yes,yes,yes,no
ACC000556,CUST001404,fixed_deposit,AED,2020-01-17,415688.34,2021-05-08,2023-01-29,2025-02-16,no,2025-05-01,,no,,,,0.0,2025-03-05,yes,2023-07-04,yes,2020-09-24,yes,0.0,,no,yes,no,yes,no,no,yes,no
ACC000557,CUST000109,bankers_cheque,EUR,2015-05-18,682368.65,2017-10-30,2015-06-22,,,,,no,,,2023-11-03,137.36,2016-04-02,no,,yes,2020-01-24,pending,0.0,Regular review,no,no,yes,yes,no,no,yes,yes
ACC000558,CUST001319,bankers_cheque,EUR,2015-06-04,638774.06,2018-05-13,2017-08-30,,,,,no,,,2024-12-26,878.74,2023-11-04,no,,no,2018-01-11,yes,562.22,Dormant check,yes,no,no,yes,no,yes,yes,no
ACC000559,CUST001173,call,EUR,2018-12-11,242184.62,2022-03-06,2020-06-14,,,,,no,,,,0.0,2019-09-25,yes,2022-09-11,yes,,no,0.0,Dormant check,no,no,no,no,no,yes,yes,yes
ACC000560,CUST001322,saving,GBP,2023-11-20,337168.45,2025-03-27,2024-03-22,,,,,no,,,,0.0,2023-12-23,yes,2025-03-04,no,2024-01-30,pending,0.0,Dormant check,no,yes,no,no,no,no,no,no
ACC000561,CUST000457,current,EUR,2016-06-27,112831.3,2019-05-22,2016-08-17,,,,,no,,,,0.0,2018-12-13,no,,no,,no,0.0,Regular review,no,yes,yes,no,yes,no,no,yes
ACC000562,CUST000774,investment,INR,2017-12-05,95277.68,2023-09-15,2021-03-30,,,,2022-04-30,no,,,,0.0,2023-04-19,no,,yes,2017-12-15,pending,0.0,Dormant check,no,no,no,no,no,no,no,no
ACC000563,CUST000816,call,SAR,2016-07-09,155541.41,2017-01-26,2023-05-02,,,,,no,,,,0.0,2022-06-16,yes,2022-08-24,yes,,no,0.0,Regular review,yes,no,no,yes,yes,no,no,no
ACC000564,CUST001010,current,USD,2019-07-31,815262.73,2021-11-30,2024-09-14,,,,,no,,,,0.0,2019-08-21,yes,2023-04-05,no,,no,0.0,Regular review,no,yes,no,yes,no,yes,yes,yes
ACC000565,CUST000308,saving,SAR,2017-02-02,39145.27,2022-06-04,2018-11-25,,,,,no,,,,0.0,2024-02-20,yes,2018-11-29,no,2024-11-17,no,0.0,,yes,no,yes,yes,yes,no,no,yes
ACC000566,CUST001696,cashier_order,AED,2017-10-23,863213.06,2024-12-11,2024-09-25,,,,,no,,,2025-03-02,888.18,2023-11-19,no,,no,2019-07-05,yes,120.98,Regular review,yes,no,no,no,no,yes,yes,yes
ACC000567,CUST000664,fixed_deposit,GBP,2021-11-23,187903.34,2024-02-19,2022-07-02,2022-06-04,no,2023-12-02,,no,,,,0.0,2022-08-26,yes,2023-06-04,yes,,no,0.0,Regular review,no,no,no,yes,no,yes,yes,no
ACC000568,CUST001902,bankers_cheque,GBP,2019-10-15,410150.72,2020-10-12,2019-11-16,,,,,no,,,2023-09-09,904.7,2022-11-28,yes,2025-03-06,yes,,no,0.0,Dormant check,no,no,yes,no,yes,no,yes,no
ACC000569,CUST000366,investment,EUR,2019-04-14,354642.55,2020-03-05,2020-08-18,,,,2024-07-13,no,,,,0.0,2023-11-19,no,,no,,no,0.0,,no,no,yes,yes,no,yes,no,no
ACC000570,CUST000747,cashier_order,INR,2023-10-24,551948.15,2024-02-05,2025-02-06,,,,,no,,,2023-12-11,890.64,2023-11-10,no,,no,2024-02-01,yes,132.88,,yes,no,no,yes,no,no,no,no
ACC000571,CUST000025,bank_draft,SAR,2022-12-26,847393.08,2023-07-05,2023-06-26,,,,,no,,,2024-11-27,954.86,2024-03-20,no,,no,2023-01-06,yes,882.91,Regular review,yes,no,yes,no,no,yes,no,no
ACC000572,CUST000663,safe_deposit_box,SAR,2015-11-25,210200.67,2021-07-13,2017-04-07,,,,,yes,2016-10-31,yes,,0.0,2020-06-05,yes,2024-07-11,no,2019-03-07,no,0.0,Dormant check,yes,no,no,yes,no,yes,no,no
ACC000573,CUST000495,safe_deposit_box,EUR,2021-01-18,347010.76,2022-01-08,2022-11-25,,,,,yes,2021-04-12,no,,0.0,2022-07-21,yes,2024-04-29,yes,2021-08-08,yes,0.0,Regular review,no,no,yes,yes,yes,yes,yes,no
ACC000574,CUST000244,current,INR,2018-08-27,559190.5,2023-02-25,2023-12-16,,,,,no,,,,0.0,2024-10-21,no,,no,2021-11-03,no,0.0,Regular review,yes,yes,no,yes,no,yes,yes,no
ACC000575,CUST000186,call,GBP,2022-12-28,84918.45,2024-01-11,2024-02-07,,,,,no,,,,0.0,2024-06-14,yes,2023-08-28,yes,,no,0.0,Dormant check,no,yes,no,no,no,no,yes,yes
ACC000576,CUST000942,investment,AED,2016-02-04,965060.19,2018-03-16,2020-07-14,,,,2022-08-14,no,,,,0.0,2019-01-19,no,,no,,no,0.0,Regular review,yes,no,no,no,no,no,no,no
ACC000577,CUST000968,safe_deposit_box,GBP,2016-08-19,625479.46,2016-09-30,2023-08-15,,,,,yes,2023-02-28,yes,,0.0,2018-01-06,no,,no,,no,0.0,,no,yes,no,yes,no,no,no,yes
ACC000578,CUST001508,investment,USD,2017-01-26,654930.33,2019-03-20,2017-11-27,,,,2024-06-12,no,,,,0.0,2019-06-20,no,,yes,2018-01-19,pending,0.0,,no,yes,no,no,yes,yes,yes,no
ACC000579,CUST001479,saving,EUR,2022-03-23,902516.76,2024-05-21,2024-10-15,,,,,no,,,,0.0,2024-04-03,no,,no,,no,0.0,Regular review,yes,yes,no,no,yes,yes,yes,yes
ACC000580,CUST001346,investment,AED,2017-09-20,59335.9,2024-08-18,2024-02-10,,,,2021-03-10,no,,,,0.0,2018-05-20,no,,no,,no,0.0,,no,no,no,yes,yes,yes,no,no
ACC000581,CUST001254,saving,USD,2016-03-27,61977.27,2022-07-15,2020-01-17,,,,,no,,,,0.0,2023-03-29,yes,2020-09-03,yes,,no,0.0,,no,yes,no,yes,yes,no,no,no
ACC000582,CUST001283,fixed_deposit,AED,2024-01-28,487215.86,2024-04-25,2024-10-23,2025-04-06,no,2025-05-07,,no,,,,0.0,2024-11-30,no,,yes,2025-04-13,no,0.0,Regular review,yes,no,no,yes,no,no,yes,yes
ACC000583,CUST001344,bankers_cheque,SAR,2022-05-22,836894.66,2025-01-06,2025-03-03,,,,,no,,,2022-10-21,413.32,2024-03-28,yes,2023-10-16,no,,no,0.0,,no,no,yes,no,no,no,yes,no
ACC000584,CUST001750,fixed_deposit,EUR,2018-09-09,473463.22,2023-11-30,2022-03-12,2023-01-07,yes,2025-05-11,,no,,,,0.0,2024-06-23,yes,2020-08-17,yes,,no,0.0,,yes,no,yes,yes,no,yes,no,no
ACC000585,CUST000599,bank_draft,USD,2022-08-09,579949.65,2023-03-21,2023-02-20,,,,,no,,,2024-09-01,63.14,2022-10-22,no,,yes,,no,0.0,,no,no,yes,no,no,yes,yes,no
ACC000586,CUST001463,saving,INR,2016-09-23,387537.76,2024-04-14,2022-04-29,,,,,no,,,,0.0,2022-11-17,yes,2024-09-06,no,,no,0.0,,yes,yes,yes,no,no,yes,no,yes
ACC000587,CUST000513,cashier_order,USD,2023-11-07,650787.54,2024-11-15,2024-12-27,,,,,no,,,2024-08-27,104.84,2024-02-29,yes,2024-02-10,no,,no,0.0,Regular review,no,yes,no,yes,yes,no,no,yes
ACC000588,CUST000914,call,AED,2019-08-06,649335.41,2024-12-19,2021-11-14,,,,,no,,,,0.0,2020-10-15,yes,2022-01-29,yes,,no,0.0,Dormant check,no,yes,no,yes,yes,yes,no,no
ACC000589,CUST001460,call,AED,2023-09-06,479097.59,2023-12-06,2024-02-05,,,,,no,,,,0.0,2023-09-15,yes,2023-09-29,no,2024-12-22,pending,0.0,Dormant check,yes,yes,yes,no,yes,yes,no,yes
ACC000590,CUST000160,cashier_order,SAR,2016-07-18,966.14,2018-07-26,2022-10-02,,,,,no,,,2017-06-05,865.04,2020-10-02,no,,no,2020-03-16,pending,0.0,,yes,yes,no,no,yes,no,yes,yes
ACC000591,CUST000040,fixed_deposit,SAR,2021-12-24,241586.24,2022-08-08,2025-01-11,2022-07-30,yes,2023-09-12,,no,,,,0.0,2023-05-04,yes,2023-03-06,yes,,no,0.0,Dormant check,no,yes,yes,no,yes,no,no,yes
ACC000592,CUST001488,bank_draft,INR,2015-09-07,585427.37,2022-09-08,2021-12-05,,,,,no,,,2016-03-04,223.99,2023-07-07,yes,2018-08-04,no,,no,0.0,Dormant check,no,no,yes,no,no,no,yes,yes
ACC000593,CUST001021,safe_deposit_box,GBP,2019-04-12,399745.94,2024-03-21,2023-05-20,,,,,yes,2022-06-02,no,,0.0,2020-02-28,no,,no,2023-07-13,no,0.0,,no,no,yes,yes,yes,no,no,no
ACC000594,CUST000699,safe_deposit_box,USD,2016-02-25,681845.13,2022-11-07,2016-08-02,,,,,yes,2025-01-14,no,,0.0,2018-12-14,yes,2023-08-09,no,,no,0.0,,no,yes,no,no,yes,no,no,no
ACC000595,CUST000769,current,SAR,2021-02-02,687374.65,2023-02-22,2021-11-23,,,,,no,,,,0.0,2021-04-26,yes,2024-11-17,no,,no,0.0,Regular review,no,yes,yes,no,no,no,no,yes
ACC000596,CUST001281,call,INR,2016-03-22,646340.46,2024-10-25,2021-04-27,,,,,no,,,,0.0,2020-04-20,yes,2022-05-18,no,,no,0.0,Regular review,yes,no,no,no,yes,no,yes,yes
ACC000597,CUST000228,saving,INR,2019-06-14,371362.45,2019-12-19,2024-06-03,,,,,no,,,,0.0,2021-07-27,yes,2023-10-21,no,2020-05-06,no,0.0,Regular review,yes,yes,yes,no,no,yes,yes,no
ACC000598,CUST000519,bank_draft,GBP,2022-08-28,852143.14,2023-11-04,2023-11-11,,,,,no,,,2023-02-04,205.53,2024-05-15,yes,2023-10-04,yes,,no,0.0,Dormant check,yes,yes,no,yes,yes,no,yes,yes
ACC000599,CUST000999,investment,INR,2015-12-04,251436.31,2023-03-13,2023-02-15,,,,2022-04-02,no,,,,0.0,2021-03-13,no,,yes,2017-06-17,pending,0.0,,yes,no,yes,yes,yes,yes,no,no
ACC000600,CUST000626,bankers_cheque,USD,2016-10-21,331066.33,2018-08-20,2024-02-25,,,,,no,,,2020-08-05,626.27,2021-12-03,no,,yes,,no,0.0,Regular review,yes,no,no,yes,no,no,yes,no
ACC000601,CUST001381,saving,SAR,2017-02-18,676241.46,2023-08-13,2022-06-09,,,,,no,,,,0.0,2020-04-04,no,,no,,no,0.0,Regular review,yes,yes,yes,no,no,yes,no,yes
ACC000602,CUST000782,safe_deposit_box,USD,2016-09-01,391843.02,2018-05-27,2023-10-30,,,,,yes,2019-02-06,yes,,0.0,2016-12-28,no,,no,,no,0.0,,no,no,yes,yes,yes,no,yes,yes
ACC000603,CUST001189,cashier_order,GBP,2018-05-07,577748.86,2019-12-03,2023-01-15,,,,,no,,,2023-02-04,557.65,2021-03-12,yes,2021-05-25,yes,2021-05-02,yes,429.19,Regular review,no,no,yes,yes,no,yes,no,no
ACC000604,CUST001001,current,GBP,2018-12-17,834715.16,2021-12-06,2022-09-26,,,,,no,,,,0.0,2024-10-13,no,,no,2019-04-11,yes,0.0,Dormant check,yes,yes,yes,no,yes,no,yes,no
ACC000605,CUST001876,bank_draft,AED,2018-04-15,494861.83,2023-06-27,2020-06-01,,,,,no,,,2024-11-08,71.82,2024-02-04,yes,2021-11-18,no,2020-03-20,yes,60.55,Dormant check,no,yes,no,no,no,yes,yes,yes
ACC000606,CUST001738,bank_draft,EUR,2022-05-14,285288.61,2025-03-05,2024-12-25,,,,,no,,,2023-07-08,846.76,2024-08-26,yes,2024-01-22,yes,2024-05-17,pending,0.0,,no,no,yes,no,no,yes,no,yes
ACC000607,CUST001974,call,SAR,2020-09-19,882375.13,2023-06-04,2023-03-17,,,,,no,,,,0.0,2021-05-12,yes,2023-08-06,yes,,no,0.0,Regular review,yes,yes,yes,no,no,no,yes,yes
ACC000608,CUST001257,bankers_cheque,GBP,2019-04-17,667530.71,2022-02-06,2019-04-26,,,,,no,,,2023-09-13,989.83,2024-08-12,no,,yes,2022-10-21,yes,23.69,Regular review,yes,no,no,yes,yes,yes,no,yes
ACC000609,CUST000926,call,INR,2019-03-28,367727.24,2022-12-12,2019-11-07,,,,,no,,,,0.0,2024-07-30,yes,2025-03-28,yes,2020-03-31,yes,0.0,,yes,yes,yes,yes,no,yes,yes,no
ACC000610,CUST001571,safe_deposit_box,SAR,2017-10-14,621941.89,2019-06-05,2018-09-21,,,,,yes,2019-08-02,yes,,0.0,2019-04-30,no,,no,,no,0.0,Regular review,no,yes,no,yes,yes,yes,no,no
ACC000611,CUST000771,call,EUR,2015-12-31,705949.06,2024-05-04,2021-04-07,,,,,no,,,,0.0,2018-06-08,yes,2023-01-31,no,2017-10-10,no,0.0,Dormant check,no,no,yes,no,yes,no,no,yes
ACC000612,CUST001567,current,SAR,2020-05-29,727445.4,2024-09-10,2024-10-27,,,,,no,,,,0.0,2025-01-29,no,,yes,,no,0.0,Dormant check,yes,yes,no,yes,yes,no,no,no
ACC000613,CUST000793,bankers_cheque,USD,2021-04-06,304648.05,2024-10-13,2024-03-31,,,,,no,,,2021-08-31,496.81,2024-03-23,yes,2025-04-13,yes,,no,0.0,,no,yes,no,no,no,yes,no,yes
ACC000614,CUST000011,current,AED,2023-09-14,645693.7,2024-05-21,2024-08-04,,,,,no,,,,0.0,2025-04-04,no,,yes,2024-08-22,yes,0.0,,yes,yes,yes,no,no,no,yes,no
ACC000615,CUST001792,bank_draft,SAR,2018-10-30,922189.38,2019-09-25,2022-01-15,,,,,no,,,2020-10-16,217.6,2023-01-18,no,,yes,,no,0.0,Regular review,no,no,yes,yes,yes,yes,no,no
